chunk_id,rows,occurrences,minimum_occurrence_ordinal,maximum_occurrence_ordinal,sampled_total_loss_sum_2022_usd,analytical_expected_total_loss_sum_2022_usd,input_cell5_path,input_cell5_sha256,input_cell10_path,input_cell10_sha256,output_path,output_size_bytes,output_sha256,marker_path,validation_path,reused
0027,117500,250,1980,10607,2737766208.0291314,2745805953.174456,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_loss\chunks\structural_loss_chunk_0027.csv.gz,e2885fe4dba5ecdf97079ab518012dc87648905cce10d4d2a77ddc50d862b5c7,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_loss\chunks\nonstructural_loss_chunk_0027.csv.gz,cf6b1db0034cf26f4f1dc1eda4f4a25a661467b64f0f2739564d20c7fe6558bd,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\chunks\total_ground_up_loss_chunk_0027.csv.gz,17330758,0462c44d08bfaf939314399671373be016938b184437671997b545a8672b0e3c,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\markers\total_ground_up_loss_chunk_0027.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\chunk_validations\total_ground_up_loss_chunk_0027_validation.csv,True
0005,117500,250,2181,2666,13728750916.836685,13827246279.431103,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_loss\chunks\structural_loss_chunk_0005.csv.gz,e6a786a7e0edb16933f6681d9e14c65f8a1532915e6dec519ad5bcf60aecbe60,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_loss\chunks\nonstructural_loss_chunk_0005.csv.gz,272c60e3bd0f9659388d846e305fa73d5bbd8b9be00aa1fe933fea44722e6fa6,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\chunks\total_ground_up_loss_chunk_0005.csv.gz,18863954,143c436ede549a9bc0e1a612126150e1a90c153a9b9bf80976453ca02c3e7d3a,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\markers\total_ground_up_loss_chunk_0005.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\chunk_validations\total_ground_up_loss_chunk_0005_validation.csv,True
0028,117500,250,2213,8629,2680814286.244793,2709208625.458124,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_loss\chunks\structural_loss_chunk_0028.csv.gz,f282c530cb04d853ed33413c2e9b2f30b5b5e2f205ca78529da7b44dbee2f410,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_loss\chunks\nonstructural_loss_chunk_0028.csv.gz,b3b33cf2d5b10929b478c5f25774bfefba08d21437f2e0bf07e67d2bffbd1db6,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\chunks\total_ground_up_loss_chunk_0028.csv.gz,17255655,ef19d7dc70c322963ca74e39de1b5c33d51e2ff7053986d35b6d401be81709f4,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\markers\total_ground_up_loss_chunk_0028.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\chunk_validations\total_ground_up_loss_chunk_0028_validation.csv,True
0029,117500,250,2606,10625,3244387440.0417337,3253671472.4011526,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_loss\chunks\structural_loss_chunk_0029.csv.gz,4db9df5c72fbac2adf10994ae90365096c9c9344a26b4c5b28b9d9b024ad67cb,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_loss\chunks\nonstructural_loss_chunk_0029.csv.gz,8e179041dc700692fc00640959c1e16422e78fd0c919f1001ff90fb69caaef5b,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\chunks\total_ground_up_loss_chunk_0029.csv.gz,17343210,495ac641a2325e23760fd7083cae20b52b051d367e7a6759d16ab148ab59576d,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\markers\total_ground_up_loss_chunk_0029.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\chunk_validations\total_ground_up_loss_chunk_0029_validation.csv,True
0006,117500,250,2669,3144,15144040490.633694,15049312011.875525,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_loss\chunks\structural_loss_chunk_0006.csv.gz,dfd1c3a5de1d5c3abf0b96ed484448a1abbc84c5d05923c7421954392dcd84f8,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_loss\chunks\nonstructural_loss_chunk_0006.csv.gz,b67ef8cdf3b35d43f0459589260a065a90bc549ace3bc6290a231d35a4d1bc70,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\chunks\total_ground_up_loss_chunk_0006.csv.gz,19154098,9063b85dea52105e460799659d2d0f44a9d670155b8bc8eb036d2db64904cf94,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\markers\total_ground_up_loss_chunk_0006.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\chunk_validations\total_ground_up_loss_chunk_0006_validation.csv,True
0023,117500,250,2711,8580,7052526538.738665,7113523563.260509,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_loss\chunks\structural_loss_chunk_0023.csv.gz,d9720d53eba74136f8b6896de0ed7fa071585ec761d217b38d165fda9cdec961,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_loss\chunks\nonstructural_loss_chunk_0023.csv.gz,e05ecc9624ad11e331d52c329b717719de282a643d0c2f66339de6a8a3161b3e,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\chunks\total_ground_up_loss_chunk_0023.csv.gz,18119647,7efd9c93c16fba5643fc76019bc03c4cc705e36531f0ae918089616d40f5e78e,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\markers\total_ground_up_loss_chunk_0023.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\chunk_validations\total_ground_up_loss_chunk_0023_validation.csv,True
0007,117500,250,3148,3615,15153163656.189116,15193976375.979177,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_loss\chunks\structural_loss_chunk_0007.csv.gz,98df3c7dd373cda0473a674cc43e612b0adc052d28cff0e1dca52c418e3e9c5d,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_loss\chunks\nonstructural_loss_chunk_0007.csv.gz,af2ce3392384f796f1ccf81fe0c64d1df8e037f9b1475873dec3ff5127ebd7e4,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\chunks\total_ground_up_loss_chunk_0007.csv.gz,19045444,5ef2ee00dca2c25331b58afeb39e0127f0a5020bd06923f9167fb08ecedfedbc,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\markers\total_ground_up_loss_chunk_0007.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\chunk_validations\total_ground_up_loss_chunk_0007_validation.csv,True
0030,117500,250,3181,10494,2871120081.056469,2859668957.275028,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_loss\chunks\structural_loss_chunk_0030.csv.gz,e6828d646622dd86f99f2d2eb9cd8a5dc861d4e0c369d2009a541bb5b4960e16,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_loss\chunks\nonstructural_loss_chunk_0030.csv.gz,55b3e1327b2db9a3941b59d10efddcb911425bf60b337df4c1ac40251207ad15,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\chunks\total_ground_up_loss_chunk_0030.csv.gz,17260361,ff7abdff8c591909c60a96f2e84dfd76f4fb48b29b5f919dcdb494d74d2583bc,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\markers\total_ground_up_loss_chunk_0030.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\chunk_validations\total_ground_up_loss_chunk_0030_validation.csv,True
0031,117500,250,3512,9112,3306146527.2923,3341158405.3700657,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_loss\chunks\structural_loss_chunk_0031.csv.gz,ed6f35acd9d0f431233129abc2130094d49358f388a7be8d2e4e8cc788637efc,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_loss\chunks\nonstructural_loss_chunk_0031.csv.gz,9676e059d5415f6f3517305e87c1a6f94315f85cdf96da8f7abcd26c31af8b79,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\chunks\total_ground_up_loss_chunk_0031.csv.gz,17407009,e088cb7697c0cef2e84413900e869f2f692a5f91eaff187be0e2b9778645285a,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\markers\total_ground_up_loss_chunk_0031.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\chunk_validations\total_ground_up_loss_chunk_0031_validation.csv,True
0008,117500,250,3616,4129,14708567026.612513,14665203137.104897,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_loss\chunks\structural_loss_chunk_0008.csv.gz,d29c6f9d5caf6d39926a8846c33277613a476e11c0bb01e74178484fcef89590,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_loss\chunks\nonstructural_loss_chunk_0008.csv.gz,c4ad1f51f83aa0d66d7e0470c313f75f42d25b851c9d8aa89b2ce103a96a9aa5,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\chunks\total_ground_up_loss_chunk_0008.csv.gz,19070820,03c0ce49e35b68a9ba68001affc0da1384c9a71a03283a268c466a9f4847628f,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\markers\total_ground_up_loss_chunk_0008.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\chunk_validations\total_ground_up_loss_chunk_0008_validation.csv,True
0032,117500,250,3946,10623,3042895280.7500014,3042046812.5841002,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_loss\chunks\structural_loss_chunk_0032.csv.gz,1c74b4fcdc2b25c4c82dc62055c955319e3a4499922ebb13b150c6e75b8aa769,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_loss\chunks\nonstructural_loss_chunk_0032.csv.gz,ba99ee1fcf8e5d9a07b082178f5b11c64b935c416f641f08e31263e984dccda8,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\chunks\total_ground_up_loss_chunk_0032.csv.gz,17310536,68dde5e65c3aa7887cefa9f0dc09a03ed89caa2c1de4cacb2d7af75d1c8e263b,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\markers\total_ground_up_loss_chunk_0032.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\chunk_validations\total_ground_up_loss_chunk_0032_validation.csv,True
0009,117500,250,4130,4639,15948334556.937054,15990342690.521664,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_loss\chunks\structural_loss_chunk_0009.csv.gz,f818eaa0fcdccf961241ecfd47c618a930cc4f421ba76ec0a078511527d75541,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_loss\chunks\nonstructural_loss_chunk_0009.csv.gz,e00d86f8571a3c5eebbdbaa2ef5a3a1362d61858243776d88267ef88f15c92f3,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\chunks\total_ground_up_loss_chunk_0009.csv.gz,19156202,bd27e346c2017baa009fcf83bd5d61c214a7b0ac201692a4647f7d35a1685c13,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\markers\total_ground_up_loss_chunk_0009.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\chunk_validations\total_ground_up_loss_chunk_0009_validation.csv,True
0033,117500,250,4526,10627,2999213346.691515,3031828648.37897,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_loss\chunks\structural_loss_chunk_0033.csv.gz,0ced5acc4279bd25c923e23e25db50e7d0bbc524cef58aa6032f466a5d199e84,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_loss\chunks\nonstructural_loss_chunk_0033.csv.gz,500a729b22f46b39520b6162bde4eeb338054a62e5be77f0255a90659e00b3df,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\chunks\total_ground_up_loss_chunk_0033.csv.gz,17353330,8d7a05fe0464c29c02751a8c1e80d932a7a537b295474a15e31eeec666409d8b,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\markers\total_ground_up_loss_chunk_0033.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\chunk_validations\total_ground_up_loss_chunk_0033_validation.csv,True
0010,117500,250,4640,5138,15514726963.02109,15516683301.842686,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_loss\chunks\structural_loss_chunk_0010.csv.gz,c961f882a972e1e274f83005ab19b6d0faa99408240fb9a6b00c6eac53d969bb,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_loss\chunks\nonstructural_loss_chunk_0010.csv.gz,3f10a8dc195dfe0c76fd41ce60f2a16b208a54232da4b72d12ae3afad01d6a32,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\chunks\total_ground_up_loss_chunk_0010.csv.gz,19184610,2a1dd6fb0e61655e87f65bd5390e9cca305ac7c4476d94e44b2beed0d4bb21ac,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\markers\total_ground_up_loss_chunk_0010.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_total_ground_up_loss\work\chunk_validations\total_ground_up_loss_chunk_0010_validation.csv,True
