chunk_id,rows,occurrences,minimum_occurrence_ordinal,maximum_occurrence_ordinal,output_path,output_size_bytes,output_sha256,marker_path,validation_path,reused
0013,117500,250,6158,6644,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0013.csv.gz,10559095,29acdb5cc4fe708fe174eed875bbb931999cb4d69dc402470cc2717d730ec839,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0013.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0013_validation.csv,False
0014,117500,250,6645,7155,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0014.csv.gz,10540717,c4872408e8d8e7c1357e224474962f254cd01dfd10b327ad36a8d2fd24fb4899,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0014.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0014_validation.csv,False
0015,117500,250,7157,7656,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0015.csv.gz,10554821,61b4c86e6c91781a6558a6cd5551b1eb2cb548418e7c5d18d124d42288159282,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0015.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0015_validation.csv,False
0016,117500,250,7657,8199,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0016.csv.gz,10552798,5eeb34cb749965dfba5ad7c45fdf3edcaebaef2dad2bb4af35657d21acd35bea,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0016.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0016_validation.csv,False
0017,117500,250,8200,8716,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0017.csv.gz,10547344,8620115bb5cc9711710f83c078d445a4b5c7a50b235afc3117b8330cfc338c8b,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0017.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0017_validation.csv,False
0018,117500,250,8717,9233,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0018.csv.gz,10547049,b09d05d732bfa9f9d90e7feb01192b6a37b9a3c72abe93a69c8bbe98884d0644,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0018.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0018_validation.csv,False
0019,117500,250,9234,9743,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0019.csv.gz,10538888,c221a963cc8d763a3183d6cc48222772ea816e2dccecd311ea336c7034c6602a,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0019.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0019_validation.csv,False
0020,117500,250,9744,10278,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0020.csv.gz,10559028,9ca304141c66cdb9ec4a4c0ba0e62b01cf508e7ed20d4684041c3cb6489fd22c,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0020.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0020_validation.csv,False
0021,117500,250,416,10628,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0021.csv.gz,10574299,1e304170d0f29b14431adf808db937d5b09cec8a6b05ebbc55de7bdb6f46675c,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0021.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0021_validation.csv,False
0022,117500,250,600,2686,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0022.csv.gz,10621609,e903d0d2f162c80e08626db326a45e0820f06a96581b20f8dc80c69bfe20b1da,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0022.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0022_validation.csv,False
0023,117500,250,2711,8580,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0023.csv.gz,10595910,9f8e80d6003cf9b2b5bb436582a46a3d75e68823b472e61782f024d7181ac8b5,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0023.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0023_validation.csv,False
0024,117500,250,918,10610,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0024.csv.gz,10632316,1fa67efb7c54ac11d2c755964416f935d97d17ea40046b6cd1c967ffa16b659b,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0024.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0024_validation.csv,False
0025,117500,250,1245,10617,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0025.csv.gz,10645627,3f7672b0b13fafee02b077eeda980508fc738859afb673ecbc58a6c5ba2574a1,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0025.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0025_validation.csv,False
0026,117500,250,1441,1977,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0026.csv.gz,10649007,9f583c2697cdb0a7ec00c45afdefb11375f7da03a663ad77a5135123e6d1fae7,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0026.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0026_validation.csv,False
0027,117500,250,1980,10607,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0027.csv.gz,10638683,79f120dd1e0cac816aaa925acdea8248ffc2a256995eb57625af96379055e3b3,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0027.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0027_validation.csv,False
0028,117500,250,2213,8629,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0028.csv.gz,10667815,3211ea46122df2e8cce061f4dc4344ea2adfb44fcbd1db141b21cbb15a326e6a,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0028.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0028_validation.csv,False
0029,117500,250,2606,10625,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0029.csv.gz,10651889,b42a389374869e6b7bed98696c624dddf9ee7a0429cce0c4bdf8bfe9bf19177e,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0029.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0029_validation.csv,False
0030,117500,250,3181,10494,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0030.csv.gz,10651691,e7d7d5c3abe4e15d39048867b6cc52b927e49aa51eda9b0d7101e06b003bd94e,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0030.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0030_validation.csv,False
0031,117500,250,3512,9112,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0031.csv.gz,10645088,ea15acc0e56dc371011d2ac45304944dbc0f7f441f7a2ab3aee0df859ebca52a,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0031.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0031_validation.csv,False
0032,117500,250,3946,10623,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0032.csv.gz,10656556,9ede583555b4d50770a585d04b506adf93686235e922d99e9396b23b628f3e2f,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0032.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0032_validation.csv,False
0033,117500,250,4526,10627,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0033.csv.gz,10648848,d9478a952f5a0196c175307ae0a449892ab50398cf29b31a05b072c6da30b592,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0033.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0033_validation.csv,False
0034,117500,250,4987,10621,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0034.csv.gz,10664996,17d1faedd0a394bc1784deacfdbb12224a8ea421ce3d3c67b517074292c75678,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0034.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0034_validation.csv,False
0035,117500,250,5487,10108,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0035.csv.gz,10648230,b8f266469f6426b33d40a17eb0b265cdaf599a91530ded91db1f0a1e4690a1c5,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0035.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0035_validation.csv,False
0036,117500,250,6011,10581,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0036.csv.gz,10660775,9efada30cd2b3b8f5ccf41ae8ab16797c78b6b0ff6a23e8dda9abe1873a20ddf,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0036.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0036_validation.csv,False
0037,117500,250,6715,10579,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0037.csv.gz,10672682,3823834e4d9199e3fa0e5bba6cb1e92ac7a5a10d8eca5d3cbaa00ba65269017a,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0037.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0037_validation.csv,False
0038,117500,250,7297,10515,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0038.csv.gz,10659435,c416c88842c0f8063cf2c4c6a58ba073e903376affcf45ad2801882ee7833697,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0038.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0038_validation.csv,False
0039,117500,250,7921,10626,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0039.csv.gz,10668778,13e18121ea561aed25f0dd0f241c65274dcdf7a43ac7f5f654757a271c78bb1c,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0039.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0039_validation.csv,False
0040,117500,250,8558,10597,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0040.csv.gz,10653289,a38b10e944bcf640ab370f943361abca0bbbd123a739c720bad42448a6de7bff,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0040.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0040_validation.csv,False
0041,117500,250,9370,10470,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0041.csv.gz,10658143,deeaaa0b72b6c7400406bf3e543214f01cf088e569edb8eea19a5de1e15bc38f,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0041.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0041_validation.csv,False
0042,61100,130,10160,10629,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_structural_damage\chunks\structural_damage_chunk_0042.csv.gz,5546189,edc27572b38489d67ba0b3170ba9e01693d25c5f9ae8aeca71f54454c357271f,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\markers\structural_damage_chunk_0042.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_4_work\chunk_validations\structural_damage_chunk_0042_validation.csv,False
