case_name,loss_basis,curve_type,return_period_years,order_statistic_rank,tail_support_sufficient,metric,value,baseline_value,absolute_change,percent_change,percentage_status,source_path,period,unit
C1_ALDEA22_SUBDUCTION,ground_up,aep,250,8000,True,pml_2022_usd,288061.42701779219,796210.45551719936,-508149.02849940717,-63.820943944943004,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,aep,500,4000,True,pml_2022_usd,27720002.991885792,37757441.163253807,-10037438.171368014,-26.584000033181862,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,aep,1000,2000,True,pml_2022_usd,72834249.540212512,75397954.561716348,-2563705.0215038359,-3.4002315267124881,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,aep,2000,1000,True,pml_2022_usd,119142674.73917235,105089099.75862092,14053574.980551437,13.37300920155476,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,aep,2500,800,True,pml_2022_usd,131029253.4443576,113224851.77210844,17804401.672249168,15.724817823638844,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,aep,5000,400,True,pml_2022_usd,169731187.33818528,136493937.78774631,33237249.55043897,24.350714829638999,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,aep,10000,200,True,pml_2022_usd,203626227.78959656,158901129.60853463,44725098.181061924,28.146494799153224,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,aep,20000,100,True,pml_2022_usd,225906808.57983723,176719549.89548907,49187258.684348166,27.833512881533043,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,aep,50000,40,True,pml_2022_usd,262374108.14597023,199268205.37645519,63105902.769515038,31.668826770580935,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,aep,100000,20,True,pml_2022_usd,284261111.54609978,215391176.90774089,68869934.638358891,31.974352722840706,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,aep,200000,10,False,pml_2022_usd,297497377.89733255,226213072.43491083,71284305.462421715,31.512018600486769,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,aep,500000,4,False,pml_2022_usd,305689243.92731619,247763064.0140003,57926179.913315892,23.37966724129738,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,aep,1000000,2,False,pml_2022_usd,318867946.15203547,255685606.61571932,63182339.536316156,24.710948876866407,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,aep,2000000,1,False,pml_2022_usd,326869443.90629697,282749467.8026793,44119976.103617668,15.603911281066464,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,oep,50,40000,True,pml_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,oep,100,20000,True,pml_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,oep,200,10000,True,pml_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,oep,250,8000,True,pml_2022_usd,288061.42701779219,796210.45551719936,-508149.02849940717,-63.820943944943004,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,oep,500,4000,True,pml_2022_usd,27720002.991885792,37757441.163253807,-10037438.171368014,-26.584000033181862,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,oep,1000,2000,True,pml_2022_usd,72806384.079354882,75375373.749429971,-2568989.6700750887,-3.4082612692776424,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,oep,2000,1000,True,pml_2022_usd,119047841.61345404,105049458.38076323,13998383.232690811,13.325516807475715,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,oep,2500,800,True,pml_2022_usd,130765834.54809904,113005775.26042736,17760059.287671685,15.716063401841859,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,oep,5000,400,True,pml_2022_usd,169706943.20850182,136419436.34101933,33287506.867482483,24.400853544263921,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,oep,10000,200,True,pml_2022_usd,203121090.17727479,158155937.84227994,44965152.334994853,28.430897346286219,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,oep,20000,100,True,pml_2022_usd,224751894.05932176,175743423.02325767,49008471.036064088,27.886375599716395,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,oep,50000,40,True,pml_2022_usd,258884709.37323537,196844852.51328471,62039856.859950662,31.517134468001238,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,oep,100000,20,True,pml_2022_usd,280054369.16085923,215391176.90774089,64663192.253118336,30.021281828463987,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,oep,200000,10,False,pml_2022_usd,297497377.89733255,226213072.43491083,71284305.462421715,31.512018600486769,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,oep,500000,4,False,pml_2022_usd,305689243.92731619,247763064.0140003,57926179.913315892,23.37966724129738,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,oep,1000000,2,False,pml_2022_usd,318867946.15203547,255685606.61571932,63182339.536316156,24.710948876866407,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,ground_up,oep,2000000,1,False,pml_2022_usd,326869443.90629697,282749467.8026793,44119976.103617668,15.603911281066464,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,gross_insured,aep,50,40000,True,pml_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,gross_insured,aep,100,20000,True,pml_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,gross_insured,aep,200,10000,True,pml_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,gross_insured,aep,250,8000,True,pml_2022_usd,0,9953.9024200442364,-9953.9024200442364,-100,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,gross_insured,aep,500,4000,True,pml_2022_usd,9574709.3844646048,18811083.540145434,-9236374.1556808297,-49.100702444753587,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,gross_insured,aep,1000,2000,True,pml_2022_usd,42650487.025405601,47896738.672997966,-5246251.6475923657,-10.953254423875768,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,gross_insured,aep,2000,1000,True,pml_2022_usd,83535883.470208809,73243559.517593473,10292323.952615336,14.052189735731053,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,gross_insured,aep,2500,800,True,pml_2022_usd,94963940.297548115,80748393.056030944,14215547.241517171,17.604743207277288,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,gross_insured,aep,5000,400,True,pml_2022_usd,132155539.29306544,102356447.56242976,29799091.730635688,29.113057789994592,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,gross_insured,aep,10000,200,True,pml_2022_usd,165474149.63270679,122756158.68809128,42717990.944615513,34.79906132706288,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,gross_insured,aep,20000,100,True,pml_2022_usd,187148295.69699192,140343076.7506676,46805218.946324319,33.350572062402549,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,gross_insured,aep,50000,40,True,pml_2022_usd,221729917.80837223,159608668.40763041,62121249.400741816,38.920974669175287,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,gross_insured,aep,100000,20,True,pml_2022_usd,241745066.62965265,177724333.83312032,64020732.796532333,36.022491358243919,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,gross_insured,aep,200000,10,False,pml_2022_usd,259073717.42733905,188669633.61167639,70404083.815662652,37.316065372008801,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,gross_insured,aep,500000,4,False,pml_2022_usd,267265583.45732269,210111664.17466521,57153919.282657474,27.201687972518073,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,gross_insured,aep,1000000,2,False,pml_2022_usd,280444285.682042,217639236.30653849,62805049.37550351,28.857411210102043,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,gross_insured,aep,2000000,1,False,pml_2022_usd,288445783.43630344,244325807.3326858,44119976.103617638,18.057845213028092,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,gross_insured,oep,50,40000,True,pml_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,gross_insured,oep,100,20000,True,pml_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,gross_insured,oep,200,10000,True,pml_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,gross_insured,oep,250,8000,True,pml_2022_usd,0,9953.9024200442364,-9953.9024200442364,-100,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
