case_name,program,ceded_price_multiplier,expense_ratio,metric,value,baseline_value,absolute_change,percent_change,percentage_status,source_path,period,unit
C1_ALDEA22_SUBDUCTION,STANDALONE_AGGREGATE,1.5,0.40000000000000002,break_even_required_earned_premium_2022_usd,254560.03203737579,258018.0615341746,-3458.0294967988157,-1.3402276864795366,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,STANDALONE_AGGREGATE,2,0.20000000000000001,break_even_required_earned_premium_2022_usd,227535.76152085653,233302.64234210126,-5766.8808212447329,-2.4718454807676453,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,STANDALONE_AGGREGATE,2,0.29999999999999999,break_even_required_earned_premium_2022_usd,260040.87030955034,266631.59124811576,-6590.7209385654132,-2.4718454807676467,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,STANDALONE_AGGREGATE,2,0.40000000000000002,break_even_required_earned_premium_2022_usd,303381.01536114205,311070.18978946836,-7689.1744283263106,-2.4718454807676453,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,STACKED_OCCURRENCE_PLUS_AGGREGATE,1,0.20000000000000001,break_even_required_earned_premium_2022_usd,154304.28653520709,153724.44995916056,579.83657604653854,0.37719216181978971,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,STACKED_OCCURRENCE_PLUS_AGGREGATE,1,0.29999999999999999,break_even_required_earned_premium_2022_usd,176347.75604023671,175685.08566761209,662.67037262461963,0.37719216181979204,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,STACKED_OCCURRENCE_PLUS_AGGREGATE,1,0.40000000000000002,break_even_required_earned_premium_2022_usd,205739.04871360949,204965.93327888075,773.11543472873745,0.37719216181979914,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,STACKED_OCCURRENCE_PLUS_AGGREGATE,1.25,0.20000000000000001,break_even_required_earned_premium_2022_usd,178643.81021904148,176930.31667473586,1713.4935443056165,0.96845672155533347,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,STACKED_OCCURRENCE_PLUS_AGGREGATE,1.25,0.29999999999999999,break_even_required_earned_premium_2022_usd,204164.35453604741,202206.07619969815,1958.2783363492636,0.96845672155532725,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,STACKED_OCCURRENCE_PLUS_AGGREGATE,1.25,0.40000000000000002,break_even_required_earned_premium_2022_usd,238191.74695872198,235907.08889964785,2284.658059074136,0.96845672155532514,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,STACKED_OCCURRENCE_PLUS_AGGREGATE,1.5,0.20000000000000001,break_even_required_earned_premium_2022_usd,202983.33390287583,200136.1833903112,2847.1505125646363,1.4226065793470457,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,STACKED_OCCURRENCE_PLUS_AGGREGATE,1.5,0.29999999999999999,break_even_required_earned_premium_2022_usd,231980.95303185814,228727.06673178423,3253.8863000739075,1.4226065793470619,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,STACKED_OCCURRENCE_PLUS_AGGREGATE,1.5,0.40000000000000002,break_even_required_earned_premium_2022_usd,270644.4452038345,266848.24452041497,3796.2006834195345,1.4226065793470528,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,STACKED_OCCURRENCE_PLUS_AGGREGATE,2,0.20000000000000001,break_even_required_earned_premium_2022_usd,251662.3812705446,246547.91682146184,5114.4644490827632,2.0744302020553729,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
