case_name,case_prefix,program,loss_basis,curve_type,return_period_years,order_statistic_rank,tail_support_sufficient,pml_2022_usd
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,aep,5000,400,True,132412443.79188208
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,aep,10000,200,True,163887554.2956673
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,aep,20000,100,True,187267762.2450553
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,aep,50000,40,True,219046903.7800085
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,aep,100000,20,True,243110024.5371107
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,aep,200000,10,False,260981725.9856141
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,aep,500000,4,False,269373408.57554
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,aep,1000000,2,False,280312158.7787407
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,aep,2000000,1,False,287606602.9156662
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,aep,50,40000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,aep,100,20000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,aep,200,10000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,aep,250,8000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,aep,500,4000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,aep,1000,2000,True,23833572.861800816
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,aep,2000,1000,True,61837983.314918146
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,aep,2500,800,True,61837983.314918146
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,aep,5000,400,True,61837983.314918146
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,aep,10000,200,True,61837983.314918146
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,aep,20000,100,True,61837983.314918146
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,aep,50000,40,True,61837983.314918146
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,aep,100000,20,True,61837983.314918146
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,aep,200000,10,False,61837983.314918146
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,aep,500000,4,False,63256783.920071065
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,aep,1000000,2,False,123675966.62983629
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,aep,2000000,1,False,123675966.62983629
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,aep,50,40000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,aep,100,20000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,aep,200,10000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,aep,250,8000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,aep,500,4000,True,9516466.390586872
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,aep,1000,2000,True,18811083.54014544
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,aep,2000,1000,True,22071183.938586935
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,aep,2500,800,True,34077380.568739
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,aep,5000,400,True,70550022.6484522
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,aep,10000,200,True,101069413.73244525
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,aep,20000,100,True,125152345.4613821
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,aep,50000,40,True,157208920.46509033
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,aep,100000,20,True,181272041.22219253
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,aep,200000,10,False,199143742.67069596
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,aep,500000,4,False,207535425.26062185
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,aep,1000000,2,False,218474175.46382254
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,aep,2000000,1,False,225768619.60074806
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,oep,50,40000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,oep,100,20000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,oep,200,10000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,oep,250,8000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,oep,500,4000,True,9516466.390586872
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,oep,1000,2000,True,42644656.401946254
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,oep,2000,1000,True,83769768.60940489
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,oep,2500,800,True,95810216.9429588
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,oep,5000,400,True,132164033.01809189
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,oep,10000,200,True,162907397.0473634
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,oep,20000,100,True,186990328.77630025
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,oep,50000,40,True,218629972.8743249
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,oep,100000,20,True,243110024.5371107
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,oep,200000,10,False,260981725.9856141
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,oep,500000,4,False,269373408.57554
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,oep,1000000,2,False,280312158.7787407
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,oep,2000000,1,False,287606602.9156662
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,oep,50,40000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,oep,100,20000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,oep,200,10000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,oep,250,8000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,oep,500,4000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,oep,1000,2000,True,23833572.861800816
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,oep,2000,1000,True,61837983.314918146
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,oep,2500,800,True,61837983.314918146
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,oep,5000,400,True,61837983.314918146
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,oep,10000,200,True,61837983.314918146
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,oep,20000,100,True,61837983.314918146
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,oep,50000,40,True,61837983.314918146
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,oep,100000,20,True,61837983.314918146
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,oep,200000,10,False,61837983.314918146
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,oep,500000,4,False,61837983.314918146
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,oep,1000000,2,False,61837983.314918146
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,ceded,oep,2000000,1,False,61837983.314918146
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,oep,50,40000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,oep,100,20000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,oep,200,10000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,oep,250,8000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,oep,500,4000,True,9516466.390586872
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,oep,1000,2000,True,18811083.54014544
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,oep,2000,1000,True,21931785.294486746
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,oep,2500,800,True,33972233.62804066
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,oep,5000,400,True,70326049.70317374
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,oep,10000,200,True,101069413.73244525
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,oep,20000,100,True,125152345.4613821
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,oep,50000,40,True,156791989.55940676
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,oep,100000,20,True,181272041.22219253
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,oep,200000,10,False,199143742.67069596
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,oep,500000,4,False,207535425.26062185
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,oep,1000000,2,False,218474175.46382254
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,retained,oep,2000000,1,False,225768619.60074806
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,gross,aep,50,40000,True,0.0
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,gross,aep,100,20000,True,0.0
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,gross,aep,200,10000,True,0.0
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,gross,aep,250,8000,True,0.0
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,gross,aep,500,4000,True,9516466.390586872
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,gross,aep,1000,2000,True,42679402.43785296
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,gross,aep,2000,1000,True,83769768.60940489
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,gross,aep,2500,800,True,95822490.09380765
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,gross,aep,5000,400,True,132412443.79188208
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,gross,aep,10000,200,True,163887554.2956673
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,gross,aep,20000,100,True,187267762.2450553
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,gross,aep,50000,40,True,219046903.7800085
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,gross,aep,100000,20,True,243110024.5371107
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,gross,aep,200000,10,False,260981725.9856141
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,gross,aep,500000,4,False,269373408.57554
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,gross,aep,1000000,2,False,280312158.7787407
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,gross,aep,2000000,1,False,287606602.9156662
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,ceded,aep,50,40000,True,0.0
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,ceded,aep,100,20000,True,0.0
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,ceded,aep,200,10000,True,0.0
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,ceded,aep,250,8000,True,0.0
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,ceded,aep,500,4000,True,0.0
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,ceded,aep,1000,2000,True,23868318.89770752
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,ceded,aep,2000,1000,True,61837983.314918146
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,ceded,aep,2500,800,True,61837983.314918146
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,ceded,aep,5000,400,True,61837983.314918146
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,ceded,aep,10000,200,True,61837983.314918146
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,ceded,aep,20000,100,True,61837983.314918146
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,ceded,aep,50000,40,True,61837983.314918146
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,ceded,aep,100000,20,True,61837983.314918146
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,ceded,aep,200000,10,False,61837983.314918146
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,ceded,aep,500000,4,False,61837983.314918146
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,ceded,aep,1000000,2,False,61837983.314918146
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,ceded,aep,2000000,1,False,61837983.314918146
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,retained,aep,50,40000,True,0.0
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,retained,aep,100,20000,True,0.0
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,retained,aep,200,10000,True,0.0
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,retained,aep,250,8000,True,0.0
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,retained,aep,500,4000,True,9516466.390586872
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,retained,aep,1000,2000,True,18811083.54014544
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,retained,aep,2000,1000,True,21931785.294486746
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,retained,aep,2500,800,True,33984506.77888951
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,retained,aep,5000,400,True,70574460.47696394
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,retained,aep,10000,200,True,102049570.98074915
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,retained,aep,20000,100,True,125429778.93013714
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,retained,aep,50000,40,True,157208920.46509033
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,retained,aep,100000,20,True,181272041.22219253
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,retained,aep,200000,10,False,199143742.67069596
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,retained,aep,500000,4,False,207535425.26062185
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,retained,aep,1000000,2,False,218474175.46382254
C2_GODA_ATKINSON09,c2,STANDALONE_AGGREGATE,retained,aep,2000000,1,False,225768619.60074806
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,50,40000,True,0.0
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,100,20000,True,0.0
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,200,10000,True,0.0
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,250,8000,True,0.0
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,500,4000,True,9516466.390586872
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,1000,2000,True,42679402.43785296
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,2000,1000,True,83769768.60940489
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,2500,800,True,95822490.09380765
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,5000,400,True,132412443.79188208
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,10000,200,True,163887554.2956673
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,20000,100,True,187267762.2450553
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,50000,40,True,219046903.7800085
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,100000,20,True,243110024.5371107
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,200000,10,False,260981725.9856141
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,500000,4,False,269373408.57554
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,1000000,2,False,280312158.7787407
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,2000000,1,False,287606602.9156662
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,50,40000,True,0.0
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,100,20000,True,0.0
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,200,10000,True,0.0
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,250,8000,True,0.0
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,500,4000,True,0.0
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,1000,2000,True,23868318.89770752
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,2000,1000,True,64958685.06925945
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,2500,800,True,77011406.55366221
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,5000,400,True,113601360.25173664
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,10000,200,True,123675966.62983629
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,20000,100,True,123675966.62983629
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,50000,40,True,123675966.62983629
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,100000,20,True,123675966.62983629
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,200000,10,False,123675966.62983629
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,500000,4,False,125094767.23498921
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,1000000,2,False,185513949.94475442
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,2000000,1,False,185513949.94475442
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,50,40000,True,0.0
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,100,20000,True,0.0
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,200,10000,True,0.0
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,250,8000,True,0.0
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,500,4000,True,9516466.390586872
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,1000,2000,True,18811083.54014544
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,2000,1000,True,18811083.540145442
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,2500,800,True,18811083.540145442
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,5000,400,True,18811083.540145442
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,10000,200,True,39231430.41752711
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,20000,100,True,63314362.14646396
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,50000,40,True,95370937.1501722
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,100000,20,True,119434057.9072744
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,200000,10,False,137305759.3557778
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,500000,4,False,145697441.94570372
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,1000000,2,False,156636192.1489044
C2_GODA_ATKINSON09,c2,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,2000000,1,False,163930636.28582993
