rupture_ordinal,event_id,rupture_id,tree_id,branch_index,rupture_set_id,source_index,source_id,source_name,source_type,rupture_index,magnitude,raw_annual_rate,top_depth_km,width_km,centroid_longitude,centroid_latitude,centroid_depth_km
3625,EVT_00009552,14fd5b35b7f067e63fd5e0f5,8231,0,8211,58,8211,"PointSourceFinite: -122.700, 42.300",SLAB,2,6.75,1.5650433103560553e-07,50.0,8.0,-122.7,42.3,50.0
3626,EVT_00009553,fe8c5e5f355f6e5b0a751189,8231,0,8211,713,8211,"PointSourceFinite: -123.300, 45.700",SLAB,2,6.75,5.389904403084655e-07,42.0,8.0,-123.3,45.7,42.0
3627,EVT_00009558,847a2db824d84b1f89274ba3,8231,0,8211,681,8211,"PointSourceFinite: -123.100, 45.500",SLAB,5,7.05,4.710320329852501e-07,50.0,8.0,-123.1,45.5,50.0
3628,EVT_00009560,dae8e8546dd5c6db53f4be27,8231,0,8211,769,8211,"PointSourceFinite: -122.600, 46.000",SLAB,6,7.15,1.2788766322086464e-07,50.0,8.0,-122.6,46.0,50.0
3629,EVT_00009567,287d0702f3ff2a0aa70dd2bd,8231,0,8211,185,8211,"PointSourceFinite: -122.600, 42.900",SLAB,3,6.85,1.0392017161142345e-07,50.0,8.0,-122.6,42.9,50.0
3630,EVT_00009569,973df8f33cc98d1911f5dc3a,8231,0,8211,382,8211,"PointSourceFinite: -123.500, 43.900",SLAB,1,6.65,1.9128867430848648e-07,42.0,8.0,-123.5,43.9,42.0
3631,EVT_00009574,7447ea3772cb440533f23f60,3199,0,3172,0,3172,"Cascadia (unsegmented, 1-2-3-4, top)",INTERFACE,1858,8.3,3.7574862492269787e-07,5.0,85.0,,,
3632,EVT_00009577,0b6a429daaaeabcd17c28d5e,8231,1,8212,627,8212,"PointSourceFinite: -123.400, 45.200",SLAB,0,7.25,5.096628366612105e-08,42.0,8.0,-123.4,45.2,42.0
3633,EVT_00009580,085024da025d1d7e5c833ce8,3199,12,3162,0,3162,"Cascadia (unsegmented, 1-2-3, top)",INTERFACE,818,8.2,8.567270806109988e-07,5.0,70.0,,,
3634,EVT_00009582,9ec7b0a711422e5accf0db34,8231,0,8211,117,8211,"PointSourceFinite: -123.100, 42.600",SLAB,1,6.65,2.9423676366236894e-07,50.0,8.0,-123.1,42.6,50.0
3635,EVT_00009583,cc879aad454f9eb3e7cd66b6,8231,0,8211,290,8211,"PointSourceFinite: -122.600, 43.400",SLAB,5,7.05,7.08353695370121e-08,50.0,8.0,-122.6,43.4,50.0
3636,EVT_00009584,b62dbc4e61dc3677b51b711f,8231,0,8211,551,8211,"PointSourceFinite: -123.800, 44.800",SLAB,3,6.85,6.664941622591051e-07,42.0,8.0,-123.8,44.8,42.0
3637,EVT_00009585,a76fb08b12d9126a32516083,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,1045,8.5,6.232945289588634e-07,5.115775521311655,80.0,,,
3638,EVT_00009593,90fdb58cc5e28cf0a833af1b,8231,0,8211,341,8211,"PointSourceFinite: -123.600, 43.700",SLAB,0,6.55,1.524791036536297e-07,42.0,8.0,-123.6,43.7,42.0
3639,EVT_00009595,1ab07d79888fc25d2c1c3435,8231,0,8211,535,8211,"PointSourceFinite: -123.600, 44.700",SLAB,2,6.75,7.336987517384271e-07,42.0,8.0,-123.6,44.7,42.0
3640,EVT_00009598,cad3d6075a00b9dff80fa422,8231,0,8211,521,8211,"PointSourceFinite: -123.100, 44.600",SLAB,5,7.05,4.6324689968772484e-07,50.0,8.0,-123.1,44.6,50.0
3641,EVT_00009600,6d703ef9f5bc6bead84ff44e,3199,12,3162,0,3162,"Cascadia (unsegmented, 1-2-3, top)",INTERFACE,513,8.6,1.3020832943331291e-06,5.048364981958609,70.0,,,
3642,EVT_00009601,63fac8c577e1f27c6b475d49,8231,0,8211,481,8211,"PointSourceFinite: -123.300, 44.400",SLAB,6,7.15,3.458177225164063e-07,42.0,8.0,-123.3,44.4,42.0
3643,EVT_00009603,3f903d4fa8e220fc2d508d72,8231,0,8211,569,8211,"PointSourceFinite: -123.800, 44.900",SLAB,3,6.85,7.038302970389372e-07,42.0,8.0,-123.8,44.9,42.0
3644,EVT_00009609,f2ea464cdec16b8b86c43811,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,1605,8.1,5.33351617295645e-07,5.0,155.0,,,
3645,EVT_00009611,3531b6c3f9fe230c673457f6,3199,12,3162,0,3162,"Cascadia (unsegmented, 1-2-3, top)",INTERFACE,348,8.3,7.621950991218317e-07,5.0,70.0,,,
3646,EVT_00009612,1fb3b44e71a1fd0cfe1d80fc,8231,0,8211,268,8211,"PointSourceFinite: -122.700, 43.300",SLAB,6,7.15,6.777293824645884e-08,50.0,8.0,-122.7,43.3,50.0
3647,EVT_00009615,4e9af0fdfbccb45b0d7b63b4,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,772,8.1,1.000721591214509e-06,5.0,80.0,,,
3648,EVT_00009618,52d673601c322a73e46de1f3,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,706,8.1,1.000721591214509e-06,5.088923136616431,145.0,,,
3649,EVT_00009621,b358184167fde5254fe2b204,8231,0,8211,508,8211,"PointSourceFinite: -122.500, 44.500",SLAB,2,6.75,3.179323213179104e-07,50.0,8.0,-122.5,44.5,50.0
3650,EVT_00009622,07499ca248806107f3cd71d5,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,635,8.0,1.1864454622055416e-06,5.0,80.0,,,
3651,EVT_00009623,9a411904f2679f9730fa44c5,8231,0,8211,517,8211,"PointSourceFinite: -123.500, 44.600",SLAB,0,6.55,8.08895922204114e-07,42.0,8.0,-123.5,44.6,42.0
3652,EVT_00009646,363fa1de07bbe89c7213910a,8231,0,8211,173,8211,"PointSourceFinite: -123.800, 42.900",SLAB,4,6.95,3.33707617934262e-07,42.0,8.0,-123.8,42.9,42.0
3653,EVT_00009649,00ad81c24eeeefc4ac660ce9,8231,0,8211,559,8211,"PointSourceFinite: -123.000, 44.800",SLAB,1,6.65,7.345603227901962e-07,50.0,8.0,-123.0,44.8,50.0
3654,EVT_00009650,bab1a3a16bbed9d1d246900b,8231,0,8211,534,8211,"PointSourceFinite: -123.700, 44.700",SLAB,0,6.55,8.532049389568954e-07,42.0,8.0,-123.7,44.7,42.0
3655,EVT_00009651,0b1deca7fc3db9a6069a2661,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,1451,8.0,6.50020652165802e-07,5.0,155.0,,,
3656,EVT_00009657,1f0288f49bd00b0931b6a5e2,3199,12,3162,0,3162,"Cascadia (unsegmented, 1-2-3, top)",INTERFACE,918,8.3,7.469149495414605e-07,5.0,70.0,,,
3657,EVT_00009666,8467487db26ccce512d60cff,8231,0,8211,383,8211,"PointSourceFinite: -123.400, 43.900",SLAB,1,6.65,1.9229170927282882e-07,42.0,8.0,-123.4,43.9,42.0
3658,EVT_00009668,ade0232d5e249ae5ff510563,8231,1,8212,112,8212,"PointSourceFinite: -123.600, 42.600",SLAB,2,7.45,2.12667801335538e-08,42.0,8.0,-123.6,42.6,42.0
3659,EVT_00009669,0dcc0f8216d2c4058be68cd6,8231,0,8211,318,8211,"PointSourceFinite: -123.900, 43.600",SLAB,6,7.15,8.354927033729654e-08,42.0,8.0,-123.9,43.6,42.0
3660,EVT_00009674,ad70c0380d446bcd1eca3ed9,8231,0,8211,111,8211,"PointSourceFinite: -123.700, 42.600",SLAB,0,6.55,6.779268825480864e-07,42.0,8.0,-123.7,42.6,42.0
3661,EVT_00009677,f96236e9eda6ce9e07e2802d,8231,0,8211,627,8211,"PointSourceFinite: -123.400, 45.200",SLAB,5,7.05,6.503530912309095e-07,42.0,8.0,-123.4,45.2,42.0
3662,EVT_00009678,a94f91b6d19e8505663a9dc0,8231,0,8211,25,8211,"PointSourceFinite: -123.900, 42.200",SLAB,1,6.65,8.047425438694402e-07,42.0,8.0,-123.9,42.2,42.0
3663,EVT_00009683,2663fbd7cfc716762024d125,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,257,8.2,6.868131662416505e-07,5.0,80.0,,,
3664,EVT_00009690,c850629d85bf3e214825e5f4,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,1038,8.4,6.66441670347842e-07,5.0,80.0,,,
3665,EVT_00009696,7a4482663166950bcf7d3602,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,606,8.0,1.1864454622055416e-06,5.045338172905599,80.0,,,
3666,EVT_00009698,eef04ce53e2d533946ae8048,3199,0,3172,0,3172,"Cascadia (unsegmented, 1-2-3-4, top)",INTERFACE,1262,8.0,6.677807792741574e-07,5.0,85.0,,,
3667,EVT_00009700,24b06c0ff750d9a44d237de5,8231,0,8211,152,8211,"PointSourceFinite: -123.800, 42.800",SLAB,2,6.75,4.737039826122439e-07,42.0,8.0,-123.8,42.8,42.0
3668,EVT_00009702,5748f5468912690815e4faf8,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,409,8.4,8.56164357917674e-07,5.0,145.0,,,
3669,EVT_00009707,d4062724f83ccf2c4b29b622,8231,0,8211,631,8211,"PointSourceFinite: -123.000, 45.200",SLAB,5,7.05,5.26953654273051e-07,50.0,8.0,-123.0,45.2,50.0
3670,EVT_00009710,734d27dc2be7578f0b8a908a,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,2491,8.7,2.0489815269661282e-07,5.0,155.0,,,
3671,EVT_00009712,0691541a37b97e739570178a,3199,12,3162,0,3162,"Cascadia (unsegmented, 1-2-3, top)",INTERFACE,939,8.3,7.469149495414605e-07,5.0,70.0,,,
3672,EVT_00009718,f12b30bbecc02fe320be84b5,3199,12,3162,0,3162,"Cascadia (unsegmented, 1-2-3, top)",INTERFACE,199,8.2,6.944444236443356e-07,5.351188965910279,70.0,,,
3673,EVT_00009722,c653e03887872f5fafdb9fb8,8231,0,8211,596,8211,"PointSourceFinite: -122.900, 45.000",SLAB,4,6.95,5.412352451342893e-07,50.0,8.0,-122.9,45.0,50.0
3674,EVT_00009723,6fea9eb650895f253604175d,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,1810,8.2,4.380990753124425e-07,5.0,155.0,,,
3675,EVT_00009729,a37e764291e6cab2be691bc5,8231,0,8211,40,8211,"PointSourceFinite: -122.400, 42.200",SLAB,6,7.15,7.691881996799524e-08,60.0,8.0,-122.4,42.2,60.0
3676,EVT_00009735,3bec10d75d9de76fbca15185,8231,0,8211,360,8211,"PointSourceFinite: -123.700, 43.800",SLAB,2,6.75,1.4120551520967505e-07,42.0,8.0,-123.7,43.8,42.0
3677,EVT_00009736,7927e1462a259d53dd8dc8db,8231,1,8212,24,8212,"PointSourceFinite: -124.000, 42.200",SLAB,0,7.25,4.5237443148418723e-08,42.0,8.0,-124.0,42.2,42.0
3678,EVT_00009740,b1db7368c343ab753839f405,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,1555,8.1,5.33351617295645e-07,5.0,155.0,,,
3679,EVT_00009742,ceefb651b5b74732b916d140,8231,0,8211,137,8211,"PointSourceFinite: -123.200, 42.700",SLAB,3,6.85,2.620435253166424e-07,50.0,8.0,-123.2,42.7,50.0
3680,EVT_00009746,cb53ac3ad5c04a2d92f79f05,8231,0,8211,680,8211,"PointSourceFinite: -123.200, 45.500",SLAB,1,6.65,7.252826228154619e-07,50.0,8.0,-123.2,45.5,50.0
3681,EVT_00009747,0d03ecf94c73b13b3c2ea0e1,3199,12,3162,0,3162,"Cascadia (unsegmented, 1-2-3, top)",INTERFACE,848,8.2,8.567270806109988e-07,5.0,70.0,,,
3682,EVT_00009750,38409656afb94730b16651f8,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,646,8.0,1.1864454622055416e-06,5.0,80.0,,,
3683,EVT_00009751,3bbba0474d3cd18ba8d315d6,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,392,8.4,8.56164357917674e-07,5.0021606908857805,145.0,,,
3684,EVT_00009752,fe5f29dfa786a38460cff4ee,3199,10,3171,0,3171,"Cascadia (unsegmented, 1-2-3-4, middle)",INTERFACE,2260,8.5,2.665121434168933e-07,5.0,105.0,,,
3685,EVT_00009756,bb8b5de98628c8109456098a,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,21,8.0,6.06796098330002e-07,5.0,80.0,,,
3686,EVT_00009760,3ae6443ef52ebcd5de218a9b,8231,0,8211,221,8211,"PointSourceFinite: -123.200, 43.100",SLAB,2,6.75,1.6822250663423817e-07,50.0,8.0,-123.2,43.1,50.0
3687,EVT_00009761,a4c7441f9b6501af6a0e2a38,8231,0,8211,458,8211,"PointSourceFinite: -123.700, 44.300",SLAB,3,6.85,3.614309760284317e-07,42.0,8.0,-123.7,44.3,42.0
3688,EVT_00009764,cccba596b909851587fa31af,8231,0,8211,646,8211,"PointSourceFinite: -123.200, 45.300",SLAB,3,6.85,6.999065607977397e-07,50.0,8.0,-123.2,45.3,50.0
3689,EVT_00009768,57e65a24df2457df6d65005f,3199,12,3162,0,3162,"Cascadia (unsegmented, 1-2-3, top)",INTERFACE,293,8.3,7.621950991218317e-07,5.183708115549615,70.0,,,
3690,EVT_00009769,7b7d78235e2fbcdbbab20ec8,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,1717,8.2,4.380990753124425e-07,5.0,155.0,,,
3691,EVT_00009776,b6a544cc7e66ad7834d76400,8231,0,8211,746,8211,"PointSourceFinite: -123.300, 45.900",SLAB,5,7.05,2.8688040050671746e-07,42.0,8.0,-123.3,45.9,42.0
3692,EVT_00009778,cb4b22b256c3a97e5c92afab,8231,0,8211,110,8211,"PointSourceFinite: -123.800, 42.600",SLAB,6,7.15,4.177802895160837e-07,42.0,8.0,-123.8,42.6,42.0
3693,EVT_00009779,12d2790be0a5c1872c307282,8231,0,8211,32,8211,"PointSourceFinite: -123.200, 42.200",SLAB,6,7.15,2.3902804411267104e-07,50.0,8.0,-123.2,42.2,50.0
3694,EVT_00009783,19d3579b87f508cc74a1f728,8231,0,8211,547,8211,"PointSourceFinite: -122.400, 44.700",SLAB,5,7.05,2.514325476540144e-07,60.0,8.0,-122.4,44.7,60.0
3695,EVT_00009784,b9db804fc0fff334f9b2aa81,8231,0,8211,765,8211,"PointSourceFinite: -123.000, 46.000",SLAB,3,6.85,2.391035105791316e-07,50.0,8.0,-123.0,46.0,50.0
3696,EVT_00009785,1246178ac5c2b827e60e27ff,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,708,8.1,1.000721591214509e-06,5.052892089383357,145.0,,,
3697,EVT_00009786,351f58bffedcc6648df936f2,8231,0,8211,222,8211,"PointSourceFinite: -123.100, 43.100",SLAB,1,6.65,1.6712297806741877e-07,50.0,8.0,-123.1,43.1,50.0
3698,EVT_00009788,24f7cc4b9bd54d585662ca58,8231,0,8211,784,8211,"PointSourceFinite: -122.700, 46.100",SLAB,6,7.15,1.1783404784653021e-07,50.0,8.0,-122.7,46.1,50.0
3699,EVT_00009798,de1f5b2b2ca4a794bf7ce1fe,8231,0,8211,177,8211,"PointSourceFinite: -123.400, 42.900",SLAB,6,7.15,1.990193823518178e-07,42.0,8.0,-123.4,42.9,42.0
3700,EVT_00009801,18064342dfa1e8aceb06024d,8231,0,8211,77,8211,"PointSourceFinite: -122.900, 42.400",SLAB,2,6.75,2.1103020845398575e-07,50.0,8.0,-122.9,42.4,50.0
3701,EVT_00009805,314d0bde632da8f30e848540,8231,0,8211,336,8211,"PointSourceFinite: -124.100, 43.700",SLAB,0,6.55,1.4093696979101578e-07,42.0,8.0,-124.1,43.7,42.0
3702,EVT_00009809,63af4e3865ccb577d6b2d431,8231,0,8211,312,8211,"PointSourceFinite: -122.500, 43.500",SLAB,0,6.55,1.1123382683263249e-07,50.0,8.0,-122.5,43.5,50.0
3703,EVT_00009815,cc49b338ecfa3f6feb0af40c,8231,0,8211,578,8211,"PointSourceFinite: -122.900, 44.900",SLAB,6,7.15,4.428970869811492e-07,50.0,8.0,-122.9,44.9,50.0
3704,EVT_00009818,a6119291b8b8caeb1b5863c1,8231,0,8211,32,8211,"PointSourceFinite: -123.200, 42.200",SLAB,0,6.55,4.153831331533421e-07,50.0,8.0,-123.2,42.2,50.0
3705,EVT_00009823,83f0197b2ee03c5958f81abb,8231,0,8211,85,8211,"PointSourceFinite: -124.200, 42.500",SLAB,0,6.55,8.641514256535644e-07,42.0,8.0,-124.2,42.5,42.0
3706,EVT_00009834,30b4bdf5a76793cfc40b8ca3,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,1035,8.4,6.66441670347842e-07,5.0,145.0,,,
3707,EVT_00009839,4b97b9851497afa9f7845fec,8231,0,8211,102,8211,"PointSourceFinite: -122.500, 42.500",SLAB,0,6.55,1.4498888213041718e-07,50.0,8.0,-122.5,42.5,50.0
3708,EVT_00009844,07a844cd856a4bfb50f6b81d,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,988,8.4,6.66441670347842e-07,5.0,80.0,,,
3709,EVT_00009846,1c259d2311f773bafc37b49c,8231,0,8211,550,8211,"PointSourceFinite: -123.900, 44.800",SLAB,1,6.65,7.503407089361639e-07,42.0,8.0,-123.9,44.8,42.0
3710,EVT_00009849,890dc6295ba34b466c663b78,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,1124,8.6,4.664178964775388e-07,5.0,155.0,,,
3711,EVT_00009854,a94adbc964278225c10357b6,3199,10,3171,0,3171,"Cascadia (unsegmented, 1-2-3-4, middle)",INTERFACE,187,8.1,3.4722221182216775e-07,5.429371204994437,105.0,,,
3712,EVT_00009857,752df094b42223e9f476d52e,8231,0,8211,307,8211,"PointSourceFinite: -123.000, 43.500",SLAB,0,6.55,1.2587534336263334e-07,50.0,8.0,-123.0,43.5,50.0
3713,EVT_00009866,5c0b64107d69ef43250632b8,8231,0,8211,275,8211,"PointSourceFinite: -124.100, 43.400",SLAB,1,6.65,1.6406724145995944e-07,42.0,8.0,-124.1,43.4,42.0
3714,EVT_00009867,95c681cd3f40745972fa95aa,8231,0,8211,707,8211,"PointSourceFinite: -123.900, 45.700",SLAB,0,6.55,5.841647240477629e-07,42.0,8.0,-123.9,45.7,42.0
3715,EVT_00009870,b8d5c0f0f43bfdb21a0ed628,8231,0,8211,134,8211,"PointSourceFinite: -123.500, 42.700",SLAB,2,6.75,4.2247719320670986e-07,42.0,8.0,-123.5,42.7,42.0
3716,EVT_00009875,2a1d3d07df5ba9d26888aa56,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,837,8.2,8.473124973075812e-07,5.0,80.0,,,
3717,EVT_00009879,7fadfe2ba1716e4978ddb84a,8231,0,8211,105,8211,"PointSourceFinite: -124.300, 42.600",SLAB,3,6.85,5.938665032347293e-07,42.0,8.0,-124.3,42.6,42.0
3718,EVT_00009880,8d147f8b47ba4aee232d6582,8231,0,8211,192,8211,"PointSourceFinite: -124.000, 43.000",SLAB,0,6.55,4.250738224235831e-07,42.0,8.0,-124.0,43.0,42.0
3719,EVT_00009881,26d49f6d3e9301a45cd1e5d8,8231,0,8211,670,8211,"PointSourceFinite: -122.500, 45.400",SLAB,5,7.05,2.6404192508428737e-07,50.0,8.0,-122.5,45.4,50.0
3720,EVT_00009885,ad20b4e6ee67e14904ba7700,8231,0,8211,400,8211,"PointSourceFinite: -123.700, 44.000",SLAB,5,7.05,1.568042247157634e-07,42.0,8.0,-123.7,44.0,42.0
3721,EVT_00009888,9394b231d01670d2b4504159,3199,12,3162,0,3162,"Cascadia (unsegmented, 1-2-3, top)",INTERFACE,615,8.0,1.1980772804624588e-06,5.0,70.0,,,
3722,EVT_00009890,472836220fafe22fc95e0b32,8231,0,8211,604,8211,"PointSourceFinite: -123.900, 45.100",SLAB,6,7.15,5.207216209321893e-07,42.0,8.0,-123.9,45.1,42.0
3723,EVT_00009891,b72aa255e246828f231e9d61,3199,12,3162,0,3162,"Cascadia (unsegmented, 1-2-3, top)",INTERFACE,1079,8.5,6.335124720565497e-07,5.0,70.0,,,
3724,EVT_00009896,d9d1a1a5052fe6f2376c0c88,8231,0,8211,718,8211,"PointSourceFinite: -122.800, 45.700",SLAB,6,7.15,2.558022037272153e-07,50.0,8.0,-122.8,45.7,50.0
3725,EVT_00009900,1a81d169a47fa5ce7cdf8bd1,8231,0,8211,386,8211,"PointSourceFinite: -123.100, 43.900",SLAB,6,7.15,1.1635456320954345e-07,50.0,8.0,-123.1,43.9,50.0
3726,EVT_00009903,02208fdc7d9e2a127e60e823,8231,0,8211,748,8211,"PointSourceFinite: -123.100, 45.900",SLAB,0,6.55,4.121104440946497e-07,50.0,8.0,-123.1,45.9,50.0
3727,EVT_00009908,4136b5454499443649a71949,8231,0,8211,523,8211,"PointSourceFinite: -122.900, 44.600",SLAB,3,6.85,4.838618123569087e-07,50.0,8.0,-122.9,44.6,50.0
3728,EVT_00009910,3ec96127fb3f1b0cdde35f06,8231,0,8211,662,8211,"PointSourceFinite: -123.300, 45.400",SLAB,3,6.85,6.884937242311217e-07,42.0,8.0,-123.3,45.4,42.0
3729,EVT_00009911,57a12e6be54ab2aa9b35db69,3199,10,3171,0,3171,"Cascadia (unsegmented, 1-2-3-4, middle)",INTERFACE,506,8.2,3.591953915401736e-07,5.0,105.0,,,
3730,EVT_00009920,ea06e3a3e152b7999b22222c,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,790,8.1,1.000721591214509e-06,5.0,145.0,,,
3731,EVT_00009923,211ad43cc66d27cdcac0fbc5,8231,0,8211,724,8211,"PointSourceFinite: -123.900, 45.800",SLAB,2,6.75,4.133290590245121e-07,42.0,8.0,-123.9,45.8,42.0
3732,EVT_00009925,c2a6d95210f186bd9c64ea29,8231,0,8211,715,8211,"PointSourceFinite: -123.100, 45.700",SLAB,2,6.75,4.846415877751703e-07,50.0,8.0,-123.1,45.7,50.0
3733,EVT_00009926,6687e30b7d2b65db65b4f2a6,3199,10,3171,0,3171,"Cascadia (unsegmented, 1-2-3-4, middle)",INTERFACE,937,8.5,4.3103446984820834e-07,5.0,105.0,,,
3734,EVT_00009931,a64b13ca910e5dc8342a5096,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,161,8.0,3.324467985531395e-07,5.0,155.0,,,
3735,EVT_00009933,14e23b2e3d2b2d04b716abe3,3199,10,3171,0,3171,"Cascadia (unsegmented, 1-2-3-4, middle)",INTERFACE,1396,8.0,6.57010121543929e-07,5.0,105.0,,,
3736,EVT_00009937,848982c74678fa4d356beb2b,8231,0,8211,84,8211,"PointSourceFinite: -124.300, 42.500",SLAB,1,6.65,7.741031513463144e-07,42.0,8.0,-124.3,42.5,42.0
3737,EVT_00009940,876debd3e247308154ab9645,8231,0,8211,104,8211,"PointSourceFinite: -122.300, 42.500",SLAB,5,7.05,7.791175206189643e-08,60.0,8.0,-122.3,42.5,60.0
3738,EVT_00009941,f8305e3af6145e961ef67e6b,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,327,8.3,7.530120256384362e-07,5.0,80.0,,,
3739,EVT_00009943,358366ed7e55d51bed80fb6f,8231,0,8211,730,8211,"PointSourceFinite: -123.300, 45.800",SLAB,0,6.55,5.494136658384842e-07,42.0,8.0,-123.3,45.8,42.0
3740,EVT_00009944,f96170749e0095b65ef22292,8231,0,8211,549,8211,"PointSourceFinite: -124.000, 44.800",SLAB,5,7.05,4.786760434755513e-07,42.0,8.0,-124.0,44.8,42.0
3741,EVT_00009948,9cc556b7b532b6b358ee4926,8231,0,8211,580,8211,"PointSourceFinite: -122.700, 44.900",SLAB,4,6.95,4.3138151898961844e-07,50.0,8.0,-122.7,44.9,50.0
3742,EVT_00009949,b31dc4ea8278dd6d386bc57b,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,976,8.4,6.66441670347842e-07,5.068358434762347,145.0,,,
3743,EVT_00009955,36ddcbb81ef17e6a55780da1,8231,0,8211,356,8211,"PointSourceFinite: -124.100, 43.800",SLAB,3,6.85,1.1415300116856269e-07,42.0,8.0,-124.1,43.8,42.0
3744,EVT_00009957,92e9b7863244e6329581e5c6,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,469,8.5,1.0080644859353255e-06,5.0,145.0,,,
3745,EVT_00009959,898b1ba0d622d9afb05e9e8c,8231,0,8211,570,8211,"PointSourceFinite: -123.700, 44.900",SLAB,4,6.95,6.73948318454853e-07,42.0,8.0,-123.7,44.9,42.0
3746,EVT_00009968,69b52838a93f79cc9b6a64b0,3199,12,3162,0,3162,"Cascadia (unsegmented, 1-2-3, top)",INTERFACE,535,8.6,1.3020832943331291e-06,5.0,70.0,,,
3747,EVT_00009971,aca83ae186e1d88c35ed0100,8231,0,8211,480,8211,"PointSourceFinite: -123.400, 44.400",SLAB,3,6.85,4.614379128529367e-07,42.0,8.0,-123.4,44.4,42.0
3748,EVT_00009973,07a0ce947c00f725ace40610,8231,0,8211,578,8211,"PointSourceFinite: -122.900, 44.900",SLAB,3,6.85,5.838520693999032e-07,50.0,8.0,-122.9,44.9,50.0
3749,EVT_00009975,df0639bc2013176b5b448b33,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,876,8.5,4.2517005529245033e-07,5.164730781213527,155.0,,,
3750,EVT_00009986,67c59b0b516080d236bf92cb,8231,0,8211,538,8211,"PointSourceFinite: -123.300, 44.700",SLAB,1,6.65,8.018950334186201e-07,42.0,8.0,-123.3,44.7,42.0
3751,EVT_00009991,0612e3856e7bbf578c380021,8231,0,8211,44,8211,"PointSourceFinite: -124.100, 42.300",SLAB,4,6.95,6.448734809536669e-07,42.0,8.0,-124.1,42.3,42.0
3752,EVT_00009992,62dc6f0bbbd87a1e23c568ed,8231,0,8211,693,8211,"PointSourceFinite: -123.600, 45.600",SLAB,5,7.05,4.832369716223317e-07,42.0,8.0,-123.6,45.6,42.0
3753,EVT_00010000,acdb9c611dde297638aad8a2,8231,0,8211,523,8211,"PointSourceFinite: -122.900, 44.600",SLAB,6,7.15,3.6704672026692963e-07,50.0,8.0,-122.9,44.6,50.0
3754,EVT_00010002,a93f579d9fbd34ac526f8062,3199,0,3172,0,3172,"Cascadia (unsegmented, 1-2-3-4, top)",INTERFACE,761,8.4,4.084967197907856e-07,5.0,85.0,,,
3755,EVT_00010010,5ed574bda7f508fc2255dfd8,8231,0,8211,734,8211,"PointSourceFinite: -122.900, 45.800",SLAB,1,6.65,3.845051455525756e-07,50.0,8.0,-122.9,45.8,50.0
3756,EVT_00010011,005a737a527cd219f1b5f5fb,8231,0,8211,465,8211,"PointSourceFinite: -123.000, 44.300",SLAB,3,6.85,3.381641640089812e-07,50.0,8.0,-123.0,44.3,50.0
3757,EVT_00010012,441c8386d7464d968480704e,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,582,8.7,1.8382352390585351e-06,5.0,145.0,,,
3758,EVT_00010014,bf105235239a175eed93ac57,3199,12,3162,0,3162,"Cascadia (unsegmented, 1-2-3, top)",INTERFACE,869,8.2,8.567270806109988e-07,5.0,70.0,,,
